"artistid","artist"
12740,chakra's dream
12742,guy fricano cedar walton & ron carter
12743,bhaktivedanta college i
12745,sakumoto trio
12746,adalberto alvarez y su son
12747,kenny werner
12748,brian bromberg
12754,steve kuhn trio
12759,"waters, benny"
12761,dave pietro
12762,ramón cardo _ joan soler
12763,narender chanchal
12764,carlos d'alessio
12765,wroblewski donner klemm
12766,the king's jam
12767,pera joe
12770,p.u.l.s.e.
12771,wojciech majewski quintet
12772,hans dulfer
12773,"bill perkins, pete candoli and carl fontana"
12776,ulf linde
12777,ted lewis
12778,chris poulsen trio
12782,"mctell, blind willie"
12784,marcus miller
12785,perry rhodan
12793,bonkan blues band
12797,ben prestage
12798,anna moo with bo diddley
12801,elis regina e jair rodrigues
12803,marianne molina
12804,midnight blues
12805,cerny mosty
12806,steve earle
12811,toño rosario
12812,big dez
12814,carlos parede
12815,lending out tommy
12817,sentence
12820,bunk johnson
12822,grupo macabila
12823,heather miller
12824,iommi (with gleen hughes);
12825,manolo badrena
12828,conley graves
12830,betsy pecanins
12834,adrian's lunch
12835,jimmy raney
12836,cristina del valle
12837,mike cuozo
12838,mike esposito
12841,"10cc"
12842,greg perry
12844,bruno lauzi
12845,paul zunno band
12846,sarah mclachlan
12848,gus lambros & electric mud
12849,afrika
12851,ismael miranda con orchestra harlow
12852,malignant eternal
12853,susie hansen
12854,rooster & the chickenhawks
12856,jackie neal
12858,moein
12861,joey gilmore
12862,bruce hornsby and the range
12863,north neville blues band
12864,las chicas del can
12865,belly to belly
12866,richard elliot
12868,indigo girls
12869,prince & the revolution
12874,h.p. lange & troels jensen
12876,ellen whyte & reflex blue
12877,cole marquis
12878,forcefield ?
12881,"lavette, bettye"
12882,the wildcards
12883,joaquin sabina
12884,trio pim jacobs
12886,treat
12890,tom akis
12892,craig chaquico
12893,mighty mo rodgers
12894,sam taylor
12896,zabadak
12897,the labcoats
12898,djangos cadillac
12899,gonzaguinha
12900,preston shannon
12903,gary stadler & singh kaur
12904,peter lipa
12905,jake langley
12906,magic frankie and the blues disease
12907,maria aurigema
12908,bluemango
12909,tommy bankhead
12910,pierre blanchard
12911,paul neufeld
12914,rolf kühn
12917,eddy  clearwater
12920,theaktet
12922,chris speed
12924,marcos ottaviano
12926,quatuor ysaye
12927,sol saliente
12928,paul brody
12929,luis diaz quintet
12931,acoustic art
12934,attila zoller
12935,mstislav rostropovitch
12936,the bondi cigars
12937,francisco lo vuolo
12941,lito epumer
12942,dj czesslove
12944,them - the belfast blues band
12945,bluiett
12947,big neal and the blue rhythm band
12948,willie d warren and mystery train
12949,gerald wilson orchestra of the 80's
12950,peter willmot
12951,eivind aarset
12952,tim garland's dean street underground orchestra
12953,john grout
12954,roberta piket
12956,"chizhik, leonid"
12957,bernie senensky
12960,the svante thuresson quartet
12963,ricardo cavalli
12965,dave stryker
12966,elonia
12967,tony purrone trio
12968,kieran overs
12972,antoine herve trio
12973,gary smulyan
12974,"david friesen & clark terry, bud shank"
12979,jerry garcia band
12981,java men
12983,francesco d'andrea trio
12987,stanley jordan
12989,"gertrude ""ma"" rainey"
12990,karel vlach-ruzni
12992,"schmidt, arno"
12994,zhou chuan xiong
12997,zone indigène
13000,gaby albrecht
13002,doris duke
13009,butterflies of love
13010,desireé million
13011,rusty nail and the lockjaws
13012,pk dwyer
13014,james watkins - jamaaladeen tacuma
13016,jump 4 joy
13018,kern pratt & the accused
13020,papa john creach
13021,big dick and the extenders
13023,oaktown jazz workshops
13026,heatwave
13027,janice dempsey
13028,"mackenzie, dave"
13029,izzy stradlin
13030,general
13031,caledonia blues band
13033,curtis counce
13034,twisted sister
13035,slizzy bob - love ballads
13041,abbado
13043,stan kenton & his orchestra
13044,nobody
13045,vince guaraldi trio
13047,aki & kuniko
13048,byther smith
13049,ronnie earl
13051,duplex sandwich cookies
13052,r.l. burnside
13053,zeami
13055,devilstomp
13057,werner widmer
13058,jeff reynolds
13061,louque
13062,auger york farlowe
13064,ruby turner
13066,richard dwarsky
13068,jimmy griswold
13069,harvey mandel
13072,eddie manion
13075,wolle kriwanek
13078,the eagles
13079,eddie gomez
13081,jaguar
13082,diana encheva
13085,paul filipowicz
13086,palermo boogie gang
13087,jan schaffer
13088,mcalmont and butler
13089,juanita williams
13090,marius müller
13095,the hub
13099,billy hector
13100,silvana malta & frans bak
13102,beverly houston
13104,cheyenne
13106,coco montoya
13107,carmen lundi
13111,"the ambiguous ""they"""
13112,mason stevens
13114,mark mueller & scott nelson
13115,simple enough
13116,andrew cash
13117,gas giant
13118,level 42
13119,vudublu
13122,zsolt kaltenecker
13123,chip shelton
13124,wolfgang mitschke
13126,silverman
13127,the bluesscatters
13129,bob borgstede
13130,henry cooper
13131,winand (gabor);
13132,harry allen
13134,rachel z
13137,antoine hervé
13138,salvador candel
13140,don cherry - bobo stenson - lennart åberg - anders jormin - 
13141,arco paguia trio
13143,measured chaos
13145,stephen
13146,abacus
13147,bobby sanabria & quarteto aché
13149,masterpiece
13151,baseline
13152,jim rotondi
13154,jaro filip
13155,antony santos
13157,willie oteri
13159,bill mc farland and the chicago horns
13160,grzech piotrowski
13161,joe pass trio
13162,burr & klaiber
13164,andreas diemer
13165,michal urbaniak
13167,john paul and the hellhounds
13168,e.s.t.
13169,zoller & lackerschmidt
13170,nicolas simion trio
13171,quetzal & patrick bauwens
13178,"schubert, franz"
13180,carl craig
13185,naoya matsuoka
13187,jun fukamachi & the new york all stars
13190,big satan
13192,amaya
13193,ike and tina turner
13195,petset
13196,little bill & the blue notes
13198,holly golightly & dan melchoir
13200,dave frishberg
13201,gapeseed
13202,joe liggins
13204,canibus
13206,sir douglas quintet
13207,sandro y 9 grandes idolos de la balada romántica
13208,gene russell
13210,like uncolored velvet
13211,kades singers
13212,deborah gray
13213,el gran combo
13214,gangster d'amour
13215,brand new heavies
13216,king johnson
13217,ned doheny
13219,molly hatchet
13221,november
13222,roby duke
13223,billy snow
13224,icon
13226,the meters
13230,tops
13231,the rhythmen blues
13233,pekon bluesputki
13234,grant lyle & brotherhood
13235,willie bobo
13239,det hedenske folk-abyssic hate
13240,the nimmo brothers
13241,blues power band
13242,ifwhen
13243,salsa - tommy olivencia
13245,snapper
13246,hi5
13247,chick willis
13248,buster benton
13249,bluesbastards
13250,jimmy lee hannaford
13255,cocker joe
13258,skorriband
13259,clarence gatemouth brown
13260,spyro gyra
13261,sins of omission
13263,scotty and the soultones
13264,marc benno
13265,margulis
13266,dr. duke tumatoe and the power trio
13268,ac dc
13269,phobe snow
13270,al copley & the fabulous thunderbirds
13271,zucchero sugar fornaciari
13276,funny money
13277,vincent yannucci
13279,uli gutscher quartett
13280,smrytrps
13281,ismael quintana
13283,chickenshack
13284,böhm-halle-sell
13285,snake hip shake
13286,bebe & cece winans
13287,gladys knigh & the pips
13288,high energy
13289,james cotton band
13292,set fire to flames
13293,junk yard kings
13295,beady belle
13297,bruno de filippi
13298,robert monteleone
13299,paul delay
13301,tony d
13303,ken ishii & daniel smith
13305,van blue music
13307,frank foster & frank wess
13309,antero priha breadmachine
13310,steven kroon
13311,serenity
13312,diane schuur&b.b.king
13315,craig dreyer
13316,eddie daniels
13317,the essence all stars
13319,walter bishop jr. trio
13320,kevin kern
13321,jim crew
13324,burn
13325,big time sarah
13326,a breath of spring
13327,nmas
13328,gilberto santa rosa
13329,"fleetwood mac,otis spann,willie dixon,shakey horton,j.t.brow"
13333,feathered serpent
13335,iommi
13337,detroit blues band
13338,ahmad mansour
13339,velotti - battisti jazz ensemble
13340,"bbm (bruce, baker & moore);"
13341,tony z
13347,andreas jaeger
13348,laika
13352,exit brooklyn
13355,richard hallebeek
13356,milt jackson & john coltrane
13357,everon
13358,sonia cat-berro quintet
13363,"gress, drew"
13364,tensor saxophone
13366,di donna
13368,kayla taylor jazz
13369,tonu naissoo trio
13370,martine carrière et jean beaudet trio
13371,peter giger trio
13372,peter nordwall
13374,snooky pryor
13375,greg chako
13377,otello savoia
13380,anaya
13382,danny d'imperio
13388,james asher
13397,john mayall & the blues breakers and friends
13400,thore erling
13402,ed bell
13404,pee wee ellis
13406,enrique guzman
13408,marina & moreno quartet
13412,adam pringle band
13413,appa´s bluespower
13417,jenny willén
13418,george maysonet and charanga america
13419,june christy
13420,anni piper
13421,doacock
13422,p.j. ellis & the witchdoctors
13423,billy cobham's glassmenagerie
13424,jeff zak and the other guys
13425,innovators
13426,vicki taylor & mary flower
13429,big brother & the holding company
13431,the lamont cranston band
13433,edgar joel
13434,blues brothers band
13436,william clarke
13437,tito gomez
13438,yoninbayashi
13439,james booker
13440,the toughtimes
13442,spooky tooth
13443,tom verlaine
13444,ibrahim tatlises
13445,travis haddix
13448,the section
13450,ann burton
13451,night ranger
13452,robin lacy and dezydeco
13453,nickelback
13456,t.nalepa
13458,the nick gravenites john cipollina band
13460,russ ballard
13461,gilbert montagné
13462,al garrett
13464,tradia
13465,sean chambers
13467,griff hamlin band
13468,basilhs papakwnstantinou
13469,josé luis rodríguez
13470,zazen
13472,paradox
13474,alte leidenschaften
13479,castororquesta quinteto
13480,sister sledge
13481,lucky_thompson_&_dave_pochonet_all_stars
13482,darren jack
13485,el fish
13486,juhn mayall
13487,jimmy thackery & the drivers
13488,"johnny ""big moose"" walker"
13489,johnny turner
13490,little tempo
13491,sting&police
13492,red hot dixie devils
13493,anirahtak & die juergen sturm band
13494,billy mitchell
13495,ita purnamasari
13496,novecento (feat. stanley jordan);
13498,albert cummings
13499,the art of noise
13502,taboo blue
13503,the doug peart blues machine
13504,big al dupree
13506,dee daniels and the metropole orchestra
13508,lentävä siemen
13509,juez breakbeat klezmer jazz
13511,terry evans
13512,janice edwards
13513,kollektiv
13514,pillow killz
13516,keiko matsui
13517,garibaldi
13518,marcos witt
13519,janiva magness
13521,ronnie cuber
13523,bluesband
13524,fuzzy
13526,wibschma
13527,bobby »blue« bland
13528,steamroller
13531,robin trower
13533,miss blues sittin' in with blinddog smokin'
13535,les mills
13536,buck hill
13537,barbara thompson's paraphernalia
13539,derrin nauendorf
13541,the concord all stars
13544,ananda
13547,ozric tentacles
13548,eric's blues band
13549,sasha teuber`s
13550,phil woods with strings
13551,jan akkerman & curtis knight
13552,little al thomas
13553,pedrito calvo y la jiusticia
13555,baptiste trotignon trio
13558,youn sun nah 5tet
13559,pupy y los que son son
13561,mads vindings trio
13562,mean town blues band
13563,milosc and lester bowie
13564,peter erskine
13565,peter almquist trio
13566,cyril lance
13567,jonn serrie
13568,horns & things
13570,larry goldings trio
13571,chamber ensemble hakkohzan
13572,marcel loeffler
13573,"hector ""costita"" bisignani"
13574,don sickler
13575,david hazeltine trio
13576,nature and music
13577,"nap :don't forget the blues"" turner"
13579,robin eubanks
13581,peggy larson band
13583,andy vance
13584,the mark turner  - jeff ballard - larry grenadier project
13587,emilie-claire barlow
13588,joel miller
13589,"eric alexander, grant stewart -reeds and deeds"
13591,acme all stars blues band
13592,marcelo zarvor  and peter epstein
13595,karl ratzer
13596,beethoven
13599,nat king cole trio
13600,sylvain marcotte trio
13602,billy bang
13603,steve de swardt blues band
13606,garnet mimms
13608,ben e. king
13611,walter vincson
13612,amir baghiri
13613,cornell dupree
13614,jacqeline du pre
13615,os cariocas
13616,koos du plessis
13620,silver sun
13621,dick james wilson
13623,howlin wolf
13624,blue-up
13625,césar flores
13626,hill
13632,timbalada
13633,english band
13634,duke tumatoe & the all-star frogs
13635,artur louis feat. eric clapton
13637,saint-james guillaume
13638,aborted
13639,teddy pendergrass
13641,nelson norwood
13643,jia peng fang
13644,kelly willard
13647,blues power
13648,marianne faithfull
13649,huey lewis and the news
13650,michelle leblanc
13651,billy gibson band
13653,coupla fat guys band
13657,mick hadley and the shakers
13658,the elsewhere band
13659,joe english
13660,eddie boyd
13664,elvin bishop
13665,jay chou
13667,eddie vaan shaw
13669,helm van hahm
13670,dr.john
13672,earthshaker
13673,dr. hector & the groove injectors
13674,richy pitch
13675,daryl hall & john oates
13676,dr. duke tumatoe & the power trio
13677,new england
13679,oboroh
13680,the vaughn brothers
13682,d.k. stewart and the stainless steel band
13687,ozzie ahlers
13692,'70s soul
13694,chuck roberson
13695,low pass filter
13697,moritz peter quartet
13698,working blues band
13700,troy newman
13701,artie blues boy white
13702,rob madna trio
13703,saya
13705,little white snow
13706,tres hombres
13708,asia
13709,marc herman
13710,andrae crouch
13712,nuthin' but...
13714,bill lyerly band
13715,freelovebabies
13716,juan carlos quintero
13718,rikarena
13719,volker klenner & his boston bluesfriends
13721,lashell griffin
13722,oscar stagnaro
13723,ernan lopez-nussa
13726,brownie mcghee & sonny terry
13730,the gliders
13732,lonnie brooks
13733,af
13734,erykah badu
13736,kuiksuup
13737,a.d.d. trio
13738,fred blondin
13739,marco wagner
13740,kevin ceballo
13742,changin' my life
13744,amanda carr
13745,sion
13746,your smile
13748,okay temiz
13749,bird of hope
13751,mayra caridad valdes
13753,"bo-göran sahlin (guitars);, thomas grün (drums, percussion);, "
13754,el sexteto de simone
13755,cell division
13756,rosana
13757,the tiptons
13758,ten directions
13760,smietana & styla
13761,brian hughes
13762,jazzorange
13764,parola della grazia
13765,assai
13768,mötley crue
13769,modern tang allures
13771,made in brazil
13772,john abercrombie & andy laverne
13773,the savoy truffle
13774,the blues corporation
13775,dave douglas
13777,alice day
13778,steve hackett
13779,brenda hopkins miranda
13780,hypocrisy
13781,bad luck blues
13784,barbara dennerlein
13785,fred hersch trio +2
13786,jorge navarro & guillermo romero
13790,michael zaporski
13791,martyn brabbins
13792,joe gallant & illuminati
13793,tony overwater
13794,marc copland
13795,shere khan
13796,the little george band
13797,dave young quintet
13802,dave ballou
13803,yann tomita
13804,yar dalal
13806,release music orchestra
13807,"james, etta"
13808,barbara montgomery
13809,frank gambale
13810,robert glasper trio
13813,the monks chants
13814,"spyra, wolfram der"
13816,bluesgarage hannover
13817,max middleton
13818,t. harvey combo
13819,super bellâz
13823,world groove project
13825,george robert
13829,"millaire, jean"
13834,mystdrf
13835,francis dhomont
13838,don millard
13839,rouge
13840,norman luboff choir
13842,aunt mary
13843,capsule
13844,zach parrish
13845,"fabulous thunderbirds, the"
13846,peter meland
13847,linda&the hollywood conbo featuring big jay mcneely
13850,kerry kearney
13851,d.b. walker
13852,william d. smith
13853,everything but the girl
13854,son of dave
13855,barrett baber
13858,carlos ugueto
13860,edith marquez
13861,candiria
13862,chalturnik
13863,river city blues band
13865,the tom catmull band
13867,paul butterfield
13868,deniz seki
13870,susan
13871,joe satriani
13876,al stewart
13878,danae
13880,mercy dee walton
13881,the deele
13882,pokka
13884,frankie lee
13886,tetsuya nakamura & james waldman
13888,yumi matsutoya
13889,theãsanyons
13891,yesterday and today
13892,lockwwood didier
13894,hugo fattoruso & ruben rada
13895,the blues of kim limbo
13896,"williams, robert pete"
13897,syvä sininen
13898,jack semple
13899,de melomaan
13901,zé ramalho
13902,tony rich project
13903,ryan montana
13906,lyn collins
13907,anthem
13908,central avenue revue
13909,willie cobbs
13914,o.v wright
13915,mars lasar
13917,faye wong (as shirley wong);
13918,martin silveira
13919,alice soft
13920,the watchman
13921,anders aarum trio
13923,ayanna & the soulmates
13924,dr. mablues and the detail horns
13926,frank frost
13927,big blues quartet
13929,lupo & friends
13930,kåre virud
13931,viviane cardinal
13932,charlie mariano & dieter ilg
13934,laurent hounsavi
13936,doug markley
13937,pamela barnes
13939,laetitia shériff
13941,monty alexander quintet
13942,john basile
13943,royce campbell trio
13944,danilo b. jemael e edu amaral
13946,efsaneler
13947,jimmy dillon
13948,shadows fall
13949,manh dinh
13950,king ernest
13951,fresco padre
13952,kelly simonz's blindfaith
13953,kevin coyne
13954,enzo avitabile
13956,alex street band
13957,"gallagher, rory"
13959,robert belfour
13961,sergio bap
13962,stylus
13963,blindside blues band
13965,he xun-tian
13968,groove hogs
13969,hiroshi minami
13970,joyce cooling
13971,"gino lattuca quartet (gino lattuca trumpet, michel herr pian"
13972,zva 12 - 28 band
13973,jagjit & chitra
13976,the backup band
13977,pete mills
13979,"most, the"
13981,angelo debarre & tchavolo schmitt
13982,pankaj udhas
13983,tom principato
13984,paul bley & jesper lundgaard
13985,biame great spirit
13986,point com
13987,craig erickson
13988,simone with romantic jazz trio
13989,sivuca
13990,paul mousavi
13991,oreade music
13992,roadside picnic
13993,moncef genoud trio
13994,mary ann mcsweeney
13996,big city blues
13997,racionais mc's
13998,mirabai
14000,pierre dorge & new jungle orchestra
14002,evan christopher
14003,g. love
14004,deja blues
14005,five horse johnson
14006,hennie bekker
14007,general music project
14008,yuma
14009,carey bell's blues harp band with lurrie bell
14011,junko moriya
14012,"atlas, natacha"
14015,anthony cubbon
14016,ed peteresen
14020,rob schneiderman
14021,pierre-stéphane_michel trio
14025,mulgrew miller
14026,lamont cranston
14027,supernova
14029,paul white
14031,milcho leviev
14032,slajo
14033,audrey & allen smith
14035,paul landsberg
14041,moncef genoud
14042,bjarne villy larsen
14043,branford marsalis quartet
14044,dave weckl
14046,ronnie earl and duke robillard
14049,jazz gillum
14053,kurt rosenwinkel
14064,the nace brothers
14065,rocky hill
14069,"brown, oscar  jr"
14070,al copley
14071,"freeman l. semons, jr."
14072,feeling apart
14073,"skoller, matthew lost trio"
14074,oakridge boys
14076,danny
14077,juan pardo
14078,west albany street blues band
14079,the watts 103rd street rhythm band
14084,sherrick
14085,casey rankin
14087,crash test dummies
14088,cindy peress
14089,dave sharp
14095,johnny martin
14096,bobbytimmons
14097,t-model ford
14098,eastern bloom
14101,gang olsena
14103,alain chamfort
14104,rolf wikström's hjärtslag
14105,buried inside
14107,wolle kriwanek band
14110,the simpsons
14113,the crossroads band
14114,"cooder, ry"
14115,kaustubh.com
14117,"artie ""blues boy"" white"
14118,delta moon
14122,reckless faith
14123,blues affection
14124,ron thompson
14126,"douglas college jazz band - blair fisher, director"
14127,shane henry
14128,kevin smith
14129,styrofoam
14135,stackridge
14136,playtime
14140,wicked boy
14141,p. j. belly and the lone star blues band
14142,sober
14143,kelvin khoa
14144,atami
14145,memphis all-stars
14148,joachim goerke
14149,starke&gorter
14150,angel smile
14153,the three amigos
14154,the boogaloo investigators
14156,isaac & blewett
14157,asturias
14158,cornell rochester & the n.p. boys
14159,into the freylakh
14161,aion
14162,"jibri,akawiseone"
14163,orville
14164,billy c. farlow
14166,hanjo gäbler
14167,huegu & docdoc
14169,the parker bros
14170,gerald albright
14171,danilo perez
14172,barbara carr
14173,kathleen vandenhoudt
14176,greg serrato
14177,danny eyer
14179,jose missamou
14181,axenstar
14182,korenos
14184,maelo
14185,billy price
14186,michael de jong
14187,javier garcía
14188,"andrewcash,toronto,ontario,canada"
14189,cadillac joe & the blind wolf blues band
14190,albert king - john lee hooker
14192,fekete sereg
14193,bobby 'blue' bland
14194,lee rogers
14195,chuck loeb
14197,bob brookmeyer & jymmui guiffre
14199,george benson & earl klugh
14200,denny newman
14201,david antony clark
14202,o d d
14204,irène schweizer
14206,vidar busk
14207,tátrai band - horváth charlie
14208,dj dream feat. apache indian
14209,metal church
14210,mark hodgson
14212,veljeni valas
14213,virtual jazz reality
14216,dizzy dimples
14217,jacky terrasson
14220,chris hinze combination
14221,railroad earth
14223,afro-cuban all stars
14227,rob arthur
14228,"mariano, charlie"
14229,agneta baumann
14230,dura & blues club
14231,eugene h. peterson
14233,charlie haden (with don cherry and ed blackwell);
14234,buddy guy& jeff beck
14235,die studenten
14236,bfg
14237,jochen baldes
14238,dynamic evolving impulse
14239,peter shurley
14240,astarius
14242,harry beckett
14243,piirpauke
14244,mike rowland & christa michell
14245,marilynn seits
14248,novak & volkman
14249,jessie payo
14250,alpha blondy
14251,steve altenberg
14252,rsso - polyansky
14253,blues pumpm
14254,benny goodman and peggy lee
14255,rodney jones
14257,solitaires
14260,charles mcpherson quartet featuring steve kuhn
14262,pierre chene
14264,the art of three
14265,fernando huergo
14268,gerald wilson orchestra
14274,soybonilla
14278,the frank cunimundo trio featuring lynn marino
14279,kech
14280,lee konitz & miles davis
14282,ilan chester
14284,bob hall
14291,bent and twisted
14292,ola bjurman
14294,spicy socks
14295,johnny rawls
14296,bluesburners
14302,paul butterfield blues
14304,james p. johnson & coleman hawkins
14305,sister sledge(flashback);
14306,stryper
14308,fraillier-petrucciani-baker-jenny-clark-romano
14310,holly cole
14311,rob roy parnell
14313,junior mance
14314,david bromberg band
14318,janet ryan and straight up
14319,big brovaz
14320,radoslav lorkovic
14321,"clarence ""tex"" texada"
14322,vasco rossi
14324,"hayes, bonnie"
14325,jon schmidt
14326,the purple outside
14330,coco robicheaux
14331,the league of decency
14333,stochelo rosenberg
14334,michael friedman
14335,billy taylor
14336,gun
14337,kenny drew & niels-henning orsted pedersen
14338,chain
14339,stavanger gospel choir
14340,joan watson-jones
14343,alexisonfire
14345,kottonmouth kings
14348,hiroko
14349,millie
14350,buddy guy & junior wells
14351,szidi tobias
14352,jules cerisier orchestra
14354,carvin jones
14355,micheletti
14357,kaori kobayashi
14358,blake gaines
14360,bruce dickenson
14361,graveworm
14364,the phantoms
14365,rascal flatts
14366,the purple gang
14368,lonnie johnson with elmer snowden
14371,larry howard
14373,andre' lee
14374,daniele silvestri
14375,"allison, luther"
14377,tinaturner
14378,alex ubago
14380,hora nona gospel singers
14381,mike henderson
14383,john handy concert ensemble
14384,mississippi barry
14386,jeff johnson with janet chvatal
14387,subtonic
14390,paul rucker
14392,yolanda del hierro
14393,dio's inferno
14394,zola moon
14395,danny bryant's redeye band
14396,bolero - a spanish collection
14397,house of lords
14398,billy bean
14399,vasco martins
14400,unicorn
14401,capcom
14402,rokia traoré
14403,rick dellaratta
14404,the ronnie douglas blues band
14405,resound wav.
14408,intuit quintet
14409,isao sasaki
14410,pave maijanen
14411,pascal von wroblewski
14412,dave specter & barkin' bill smith
14413,"kostas konstantinou, vassilis tsabropoulos"
14416,"benny andersson, tim rice, bjorn ulvaeus"
14419,malted milk
14423,zhang xin zhe
14424,mr. projectile
14425,wolfsheim
14427,israel jernigan
14429,kind of jazz
14430,paul kossoff
14431,edward simon group
14432,eric bell band
14434,nick & the backbone
14435,"backsters, the"
14436,conception
14438,eudinho soares
14439,emilio robalo
14440,monty alexander_ray brown_herb ellis
14441,jeck beck
14442,dean evenson & li xiangting
14443,compost & jcr
14444,larry fuller trio
14445,fear factory
14449,emmylou harris
14451,mike boddé
14452,led zeppelin - page & plant - and others
14453,jarek smietana feat. art farmer & michal urbaniak
14455,sue terry
14457,helge lien trio
14459,"peter o""mara"
14460,the tony vega band
14461,renato chicco quartet
14462,anthony phillips
14466,t. blues mob
14467,adam rogers quintet
14468,kris keith & minan-dya
14469,wally schnalle
14470,caminoigra
14471,andy farber & andrew williams
14472,mitch barrett
14473,michael jefry stevens & mark feldman
14474,svensk jazz
14477,tender blues
14478,rich goodhart
14479,charly antolini
14480,slyde hyde
14482,j.w.goethe
14483,j.j.cale
14487,bozo allegro
14488,mark dresser
14489,mike & the mellotones
14491,noah & the stratocats
14492,rather unique
14501,north texas wind symphony
14503,harry gregson-williams
14504,jimmy witherspoon & groove holmes
14507,frankie carle and his orchestra
14508,hunter sullivan
14509,emilio santiago
14510,uncle john turner&johhny winter
14511,hypnotic
14512,jonathan cheney
14514,big joe shelton
14515,"19th street red"
14518,tomovsky
14520,the german all stars
14521,backtrack blues band
14522,grupo bongo
14524,jeffrey spence
14525,the equinox jazz orchestra
14527,sconosciuto
14528,charlie o. and the house rockers
14529,erann dd
14530,andre cristovam
14531,lightning red & thunder blues
14532,memphis slim & matt murphy
14533,vast
14536,blues in a cop
14538,the legendary tiger man
14541,calvary chapel
14542,pierre schott
14543,yosuke yamashita
14544,victor feldmann
14545,chris farlowe and the thunderbirds
14546,automatic buffalo
14548,broken glass
14549,doug jernigan
14550,spandau ballet
14551,riho sibul & estonian dream big band
14552,diamond head
14554,j. w. warren
14561,"falk, rainer"
14562,sweet mama cotton and the sugar daddies
14566,akemi
14567,recydywa blues band
14568,the woodland consort
14569,ernie johnson
14570,squealer
14571,"walter ""wolfman"" washington"
14573,calvin russell
14574,freddie & the screamers
14575,israeli's songs
14577,ted pearce and the nomadic farmers
14579,bobby bell
14582,jan gunnar hoff
14583,fat possum
14586,vintersemestre
14587,"sumlin, hubert"
14591,in the soup
14592,susan tedeschi
14593,michel benita
14595,alejandro seoane
14601,kim waters
14603,bird
14605,duke ellington and his orchestra
14606,doc powell
14608,saskia laroo
14610,"fitzgerald, ella"
14611,bex emmanuel
14613,human factor
14618,hugo race & the true spirit
14619,wanda rouzan
14622,vince andrews
14623,trisha pope
14627,ministers of sinister
14628,bruiser & the virtues
14631,sega
14635,"white, peter"
14636,malice in wonderland
14637,matt wilson
14638,kryzsztof barcik
14640,cosmic sound
14641,oto haverla
14643,linsey alexander
14644,tony mcnaboe
14647,grachan moncur iii
14648,the jimmy rushing all stars
14651,no debate
14652,ruzicka karel
14655,uli geissendoerfer
14656,walter blanding
14657,paul mayascich
14660,giorgio gaber
14662,saju
14665,joe locascio
14666,janne ersson big band
14667,bluesstage hosted by ruth brown
14670,kenny derw
14672,ferry corsten
14673,paul hertel
14674,jammin' the blues
14679,johnny reed and the houserockers
14685,tim white and jack gates
14686,dimitri ashkenazy
14687,roland batik trio
14688,"herbert blomstedt, staatskapelle dresden"
14689,sensorium
14691,kisaragi tatsu -å¦æé
14695,mable john
14698,morgan fisher
14700,"willie ""the lion"" smith"
14703,hugh ragin
14704,matthieu michel
14705,ping
14706,fox control vol.2
14707,håkan broström
14708,carl fontana & steve huffsteter
14709,orbital
14713,lisa
14720,banda arkangel r-15
14721,vicious delite
14722,banda maguey
14724,word swingaz
14726,daniel weldon
14728,la position du tireur couché
14729,dick's hat band
14730,maxine howard
14732,lou ann barton
14733,la mississippi
14734,"romantics, the"
14736,chicago bob nelson
14740,all wrapped up
14743,practical blues
14744,tito rodriguez
14745,band of oz
14746,marlene
14747,darren johnson
14748,alessio barbieri
14750,take 6
14751,jessie and the raindogs
14752,subway
14753,midnight creepers
14754,rudy rotta
14755,mad max
14756,herb
14757,johnny tucker & james thomas
14761,karen caroll & rudy rotta
14762,cutthroat
14766,javier batiz
14767,henning stærk
14770,faces
14772,"bromberg band, david"
14774,juan meguro
14775,tom mcfarland
14776,"butterfield, paul"
14777,k.k. (k.kristjansson);
14779,armando trovajoli
14781,emilia dahlin
14782,dinosaur jr.
14784,eric hansen
14785,pool
14786,the snakes
14787,michael lington
14791,robert cray band
14792,albert cummings and swamp yankee
14793,nelson y sus estrellas
14795,the lonnie brooks blues band
14796,lonnie mack & stevie ray vaughan
14799,smalltown bluesband
14800,melcochita
14801,love sculpture
14803,little mike & the tornadoes
14805,rod piazza
14806,native
14807,josh & die emotionen
14808,lizz fields
14810,delta wires
14811,six feet under
14814,orca fang
14821,paul schmeling trio
14822,arno adams
14824,split enz
14825,saga
14828,blues denile
14830,patti la belle
14832,jack lee
14833,pink cream 69
14834,private eye
14835,growiser
14837,udo jürgens
14838,a-chief
14839,pascal lefeuvre & germán díaz
14840,"short, shari"
14841,txell sust & august tharrats blues trio
14843,milli vanilli
14845,y.t. style
14846,gino vannelli
14847,any colour
14848,bryggerigangen blues band
14850,victor feldman featuring tom scott
14851,mike marshall and darol anger
14852,indigo brand
14853,shriley brown
14854,loco cropdusters
14859,little seraph (from wonder_net);
14860,seiko matsuda
14862,"john ""papa"" gros"
14863,rutenia
14864,nocturnal rites
14865,fatman brothers
14866,orquesta guayaba
14869,arnold ziffle's blues farm
14871,sea horses
14875,strange nature
14876,adam schlenker band
14877,the checkers
14880,michel pepe
14881,travel companion
14883,carla olson
14884,graig erickson
14886,hermann hesse
14887,mark maxwell
14888,oliver serano-alve
14890,marc benno and bluesland
14892,spice
14894,hiroko takada quartet
14896,ford blues band
14897,pepa päivinen trio
14898,gonzalo rubalcaba trio
14900,carl weathersby
14901,eddie henderson
14902,the chris fitz band
