"albumid","album"
6666,the best of mississippi john hurt ain't no tellin
6667,the complete kent ings
6669,the nu chill
6670,gone with the wind
6671,easy going
6672,touch me (single);
6673,the island years - beautiful maladies
6676,"queen of the country blues,e"
6677,boney m gold - 20 super hits
6678,late night sax
6679,a proper introduction to son house - delta blues
6680,the tapdancing butterfly
6681,may 05
6682,greatest hits i
6683,power makes sense
6684,hot tracks
6685,lazy james band
6686,kissin' you
6688,love impact
6689,magnus johansson (bonus-cds);
6690,(live); authorized bootleg
6691,keen kiss me
6693,so much in lovesingle);
6695,running shoes
6696,invalid litter dept
6697,as the story goes
6699,passion
6700,holiday time
6702,strawberry moon
6703,sweet dreams
6704,turn back
6705,space - maxi cd
6707,worktime
6708,single ' soldier
6709,milepost 1
6710,take aim
6711,by personal invitation only
6712,what's goin' on
6713,live at the berlin jazz galerie
6714,dreamsville
6715,at the jazz corners of the world
6716,blues explosion
6717,hold that plane (the complete vanguard collection);
6719,real love
6720,the hammer
6721,regardless
6722,zodiac collection cancer
6723,there will never be another you
6724,you can't go home again
6725,live cream - mfsl ultra
6726,happy ground
6727,el murmullo del arroyo
6728,timeless
6729,sonny's crib
6730,alchemy - part two
6731,quintet in holland
6732,live new york city 1992
6733,expansions
6734,scandia skies
6735,among friends
6736,musicial nutrition (ßæfmö);
6737,en vivo 1972
6738,selection of george benson de luxe
6739,late into the night
6740,time is the enemy
6741,live in manchester
6743,just in time
6744,willie et louise
6745,on the blues side
6746,tour de force (live);
6747,lil'it
6748,get up with it
6749,the eternal dream - new age musical interpretations of the a
6750,centurion jazz - john lee hooker
6751,et le hot club de france
6752,spiritual vitamins
6756,"the quintets, 1945-1951andcollaborations"
6758,la glace au citron
6761,"roadrunner, roadrunner the beserkley collection"
6762,kansas city - the best of
6763,the frog
6764,live at cafe tattoo
6765,swordfishtrombones
6766,delving back with humph
6767,live in black box
6768,frank sinatra - my way - the best of
6771,"5 sens"
6772,könig von deutschland
6773,oh no
6775,a collection of acoustic bootlegs
6777,vv may 05 cd
6778,greatest hits '2000
6779,jessie
6780,baby girl singal
6781,days off
6782,city blues band
6783,more kiss
6784,nineteenseventysix
6785,let's go romeo
6786,limited edition
6787,made in the u.s.a
6788,grace
6790,watershed
6791,stone age complications
6792,i'm kissing you
6793,bad
6794,life-size
6795,"3am-thunderbirds"
6796,i get lonely
6797,finnish-texan r&b music
6798,sonic tonic (bonus cd);
6799,definitive collection : extra
6800,yama
6801,the chicago theme
6802,queen of the organ
6804,the gigolo
6805,the trio
6806,undercurrent
6807,these words (maxi);
6808,our delights
6809,chicago 10.22.04
6810,the sixth sense
6812,chiasma
6813,the tokyo blues
6815,mint jam blue);
6816,my road our road
6817,watkins at large
6818,six compositions: quartet
6819,soundin' off
6820,gyroscope
6821,the great american music hall
6822,dream weaver
6823,mile end st-viateur
6824,live at the boulevard cafe
6825,painted lady
6826,vision
6827,colores extremos
6828,l'essence
6829,cavern with nightlife
6830,miles davis in new york 1975-second set
6831,it's after the end of the world
6832,in a jazz tradition
6833,point of no return
6835,complete live in paris 1965
6836,reconsider baby
6837,elemente-rituale
6839,smile through the year
6840,live volume four
6841,brahms: symphony no.3
6842,todo sosa.de fm tango para usted
6843,todo sosa - de fm tango para ustedo
6844,the legendary
6846,memphis belles the women of sun
6847,snow solo piano solo snow (3 phases); - piano biologique
6848,heckler's hop
6849,the ultimate colection
6850,classics 1941
6851,don't bring me down (the decca years);
6853,blues zum üben
6854,healing voice
6855,"blues, blues, blues"
6856,guy marchand
6858,sun sea and sand favourites
6859,ich bin kein tag für eine nacht
6860,the game
6861,a.z. and the friends of boogie woogie
6862,the sound of jazz
6864,absolutely live
6865,live in the world
6866,powerballin
6867,prolog
6868,sleepy eye opener
6869,weight of the world
6870,ellegarden
6871,homma käy
6873,uncomfortable truth
6874,donde me guies señor
6875,future single
6876,the roys
6877,ma anche no
6878,go songs
6879,orangepekoe in autumn
6880,dirty cash
6881,fade to grey (maxi-cd);
6882,that's it
6883,antique notes
6884,anything remixes
6885,acoustic soup
6886,goodbye
6887,hotel california
6888,dialogue
6889,the magnificent thad jones
6890,ruby my dear
6891,hard sock dance
6892,live in stockholm 1964
6893,"emerson, lake & palmer"
6894,sweet home chicago
6896,hot house
6897,meditation rock
6898,tibetan dharma
6899,venus
6900,the complete ingstwo
6901,atom heart mother
6902,feng shui
6904,listen here
6905,marian mcpartland's piano jazz radio broadcast
6906,jaunty-jolly
6908,seven moments
6910,thursday night at the village vanguard
6911,cantando os salmos ano a vol i
6912,work it
6914,there's a small hotel
6915,complete works in chronological order
6916,port of call
6917,peggy lee best one
6918,jazz archives no. 15
6919,l'art vocal 5
6920,in film
6922,"songs of the depression - boom, bust and the new deal"
6923,a arte de elis regina
6924,"reverence to her: mythology, the matriarchy & me"
6925,vivajazz diva
6926,"3d family"
6927,gong
6928,mr paganini
6930,love blues
6931,blues guitar hero
6932,solo
6933,"99-10"
6934,greatest hits & more
6935,the bootleg series
6936,l'intégrale
6938,gotham city clubbin
6939,otis the definitive otis redding
6940,stevie wonder: the definitive collection
6941,feel that beat (maxi);
6942,i still believe
6943,april
6944,no excuse
6945,someday.you're gonna love me
6946,last call for the blues
6947,fermata
6948,summer goddess
6949,welcome to my garden
6950,side one
6951,dash
6952,shikisai no blues
6953,the anti-song
6954,at the rock bottom
6955,rich in paradise (cd-single);
6956,girls beâ
6957,live at the knitting factory
6958,the little giant
6959,la salsa que rompe
6960,organ grinder swing
6962,wenn das liebe ist
6963,the real mccoy
6964,heads
6965,jay hawk talk
6966,art blakey & friends
6967,dinah jams
6968,palatsport florence 10-87
6969,the tremble kids - great jazz tunes of george gershwin
6970,at birdhouse
6971,mosaic
6972,zodiac collection - aries
6974,your ticket to the nightlife
6975,live 75
6976,village in bubbles
6977,just one night
6978,good news
6979,body talk
6980,the beauty of darkness
6981,soil festivities
6982,inside out
6983,contours
6984,stole
6985,jazzfestival bern
6987,aventure québecoise
6988,blues archivof
6989,folsom prison blues
6990,festival de la canción vocacional
6991,la chala jaan meri
6992,plays the blues
6996,the last sessions
6997,mississippi fred mcdowell
6998,singin' the blues
6999,the best of dances of universal peace - europe 2 & 3
7000,shady little baby
7001,mao jazz
7002,symphony no.5 in c sharp - bernstein
7003,"together,with friends"
7004,benny goodman & his orchestra
7005,ta dominao
7006,feeling good - the very best of
7007,new paradise
7010,more friends
7012,shake bonus album
7013,nudge'em all & holidays
7014,saudades
7015,we love paddy's
7016,ep 2
7017,the nights we wasted
7018,falcom special box '92vocal
7019,luv u more (maxi-cd);
7020,cargo
7021,don't know w - remixes
7022,prepared landscape
7023,gimme a light 2
7024,the very best of marvin gaye -bonus
7025,ghetto blaster
7026,confession
7027,esdn
7028,hayato
7029,hey cow-plnet
7030,live in atlanta ep (official bootleg);
7031,swing for joy
7032,intermodulation
7033,live at jazzkeller frankfurt
7034,uncle mean
7035,new york daze & knight
7036,hank mobley
7037,jazz guitar environments
7038,kunstkopfindianer
7039,speak like a child
7040,"3000 worlds"
7041,show me love (maxi);
7042,gato
7043,pink palace essen 22-87
7044,the four horsemen
7045,soultrane
7046,pukar
7047,mother universe
7048,the eyes karlsruhe 04-04
7049,zodiac collection gemini
7050,j. r. monterose
7051,whip appeal
7052,no room for squares
7053,straight ahead
7054,eric burdon declares war
7055,slottsruinen borgholm 03-96
7057,dem'lunatycy'(live);1986
7058,winter into spring
7059,follow the pumpkin 2
7060,down another road
7061,sufi jazz project
7062,crossroad blues v1
7064,savoy blues legends: candy
7065,the paramount years
7066,i want to live soundtrack
7067,my aim is true
7068,the birth of a king
7069,i'm a mojo man: the best of the excello singles
7070,live at vardan's
7071,crossroads 2
7073,essential louis armstrong 2
7074,but i do
7075,l'âme de l'auvergne
7076,dynamite rock'n roll
7078,"classic sides, 3 1928"
7081,live at the green mill
7082,something spanish - my our way
7083,it tears me up (the best of);
7084,queen victoria
7085,an evening with chick corea and herbie hancock
7086,candy pop feat.soul'd out
7087,burning dance ãand other japanimation songsã
7089,sas 054 - authentic spain
7090,rätikon
7091,chariots of the gods
7092,the boogie dukes ( demo );
7093,debut gun e.p
7094,"3d heart"
7095,violão e voz
7096,blue to bright
7097,taste
7098,bill 'n hel's kitchen
7099,sitting pretty
7100,a to z one piece edition (by sj);
7101,invalid letter dept
7102,forever and ever
7103,costa mesa 15-92 reunion gig
7104,cutman-booche
7105,love is
7106,hospital
7107,just say ozzy
7108,l'hijâz'car
7109,c-note
7110,we got a new bag
7111,architecture001
7112,crises
7113,love me the right way
7114,walkin' and talkin
7115,festpladsen esbjerg 31-96
7116,lem's beat
7117,plzen czech republic 10-05
7118,introducing kenny burrell
7119,peckin' time
7121,live cream
7122,six faces essentiels
7123,round about midnight at the cafe bohemia
7124,back at the chicken shack
7125,prelusion
7126,cathedron
7127,transfer
7128,the never ending tour 2
7129,"philipshalle düsseldorf dec 19, 1998"
7130,meddle
7131,burghan interference
7132,living space
7133,chocolate cadillac
7135,summer jam 1979
7136,soul serenade willie mitchell live
7137,live express
7138,concert in the garden
7139,trio: live - tournee 2001
7140,third world love songs
7141,"[classics 952, 199"
7143,complete ed works (
7144,crossroads 2 (live in the seventies);
7145,directions
7146,jazz masters 25
7147,montmartre summit 1973
7148,lightnin' strikes
7149,"1937"
7150,swing de paris finesse
7151,steady rollin' man
7152,black widow stinger
7154,hot house rose
7159,gumbo & in the right place
7160,live at the bee-hive
7162,the genius of the electric guitar
7164,check it out
7165,pleasure & pain
7166,secrets of my soul
7167,"live - 19880612 - chicago, il"
7168,moan groan & picks that box
7169,rock is freedom
7170,drive me home daddy
7171,green carpet bluesband ( demo );
7172,dustar ii
7173,freak e.p
7174,christmas all over the world
7175,take them and break them
7176,whatta' man
7177,demo 060304
7178,london to memphis
7179,nk aug.26.2000.2
7180,the way i am [bonus]
7181,new in step
7182,nefertiti
7183,the soft swing
7184,"mother nature, father harmony"
7185,relaxin' with the miles davis quintet
7186,"tulsa, oklahomatwo);"
7187,heartbreak (single);
7188,macho
7189,live '96
7190,wuivend riet
7191,live in cook county jail
7193,united nations
7194,ticket 2 ride
7196,galaxy
7197,flyin' lady
7198,freedom suite
7199,blind faith
7200,heaven (single);
7201,sweet home chicago - charly blues masterworks
7202,melodolodie
7203,red-white-red & spangled
7204,band of gypsys
7205,one for my baby
7206,symphonically
7207,dream
7208,conflagration
7209,liturgia vii tempo comum ano a 20 a 34
7210,anniversary edition - bonus
7212,endlessly
7213,austrailia walking the spirit
7214,return to your heart
7215,all time blues classics
7216,live in tübingen
7217,that's all right mama
7218,singes the blues-singing the blues
7220,meet me around the corner
7221,boogie disease
7222,the famous moanin' mama 1922-27
7224,deep in a dream
7226,the complete john lee hooker : detroit 1950-51
7227,the complete john lee hooker detroit
7230,kal.mp301
7231,miles in the sky
7233,the classic tracks
7234,big joe is here & big joe rides again
7235,love is forever
7236,mercury blues
7237,bechet
7239,l'un pour l'autre
7240,live 1944 - 1945
7241,da blues
7242,family music
7243,where ghosts roam
7244,super d (ep);
7245,cococroc
7246,playa's only
7247,gypsy jazz nucléaire
7248,intersection demo tape
7249,be as you were when we met
7250,hardcore emotion
7251,and dangerous
7252,comin' for x-mas
7253,routine funk label ep
7254,the r. in r&b collection (bonus cd);
7255,first class speed of light
7256,parazaar
7257,rated next
7259,i've been thinking about you
7260,friends â
7261,ain't no lovesingle);
7262,commitment
7263,a twist of jobin (promo cd);
7265,keep on walkin'single);
7266,the look of love
7267,der sängerkrieg der heidehasen
7268,loveppears
7269,electric factory dallas 08-94
7270,live at the playboy jazz festival
7271,the drum battle
7273,last flight
7274,stone the crows
7275,ilee morgan indeed
7276,wasted years - stranger in a strange land (ep);
7277,coltrane
7278,body & soul
7279,the live adventures of mike bloomfield & al kooper
7280,jurahalle neumarkt 23-89
7281,just for you
7282,dream & reality
7283,hope
7284,schwarzwald halle appenweiler 14-90
7285,winobranie
7286,buhaina
7287,trilogue - live at the berlin jazz days
7289,a gift of song
7290,boss sounds
7291,santana jam
7292,wish you were here
7294,meadowsland east rutherford 04-92
7297,the blues is alright - live at kalamazoo
7299,hänsel und gretel
7300,eric dolphy in europe
7301,i pity the foolthe duke ings
7302,yiddish blues
7304,piano jazz - with benny carter
7305,imgoma yabantwana
7307,rollin stone
7308,jam session
7311,hall of fame - youre not that kind
7312,coleman hawkins
7313,reckless woman
7314,malambo blue
7315,live tracks
7316,live in paris
7318,dirty south hip-hop blues
7319,the chronological classics
7320,ask and it is given part ii
7321,guitar man troubadour
7323,assignment: bachelor pad pool party
7324,at eastman
7326,rockers original motion picture soundtrack
7327,blackstone legacy
7328,no fingers like soulfingers
7329,ooh that a
7330,day for night
7332,to the ground
7333,filmcut in the siesta
7334,live.opening for god
7335,whos that man
7336,mortal kombat
7337,ben rice and the youth of blues
7338,summerdays
7339,effen zitten bonus cd
7340,after the rainbow
